1 0.631260348454816 4 7
1 2.12048151309955 1 15
1 3.41878285060875 5.5 180
1 3.44569725700058 6 365
1 1.51886544125045 8.5 15
1 2.04984779897177 9 1
1 3.10893089795582 5 30
1 2.0152342905717 9.25 30
1 1.67032116167866 7 90
0 1.74831558560254 0.5 365
1 1.42561378490882 1 1
1 2.5672627722688 1 90
1 1.40363670501938 6 15
1 1.68628566702228 9.25 1
1 1.12483359565613 9.25 7
1 1.84846986489038 9 1
1 2.92051924796397 2.5 7
1 1.33486712103741 5 1
1 1.41196825322095 9.5 7
1 1.72403352658875 5 365
1 1.75219895227929 5.5 30
1 1.67404490698573 4 180
1 0.729085275698253 8 7
0 2.54675048917625 6.5 365
1 2.3208360274989 6.5 1
1 1.17456442059256 6.5 15
1 1.63383769320262 9.25 30
0 2.44942575785308 0.5 90
0 1.92370394788077 1 30
1 1.3661930972612 5 180
1 1.13936156275486 9.5 30
0 1.60010824961046 1.5 180
1 1.84566853643264 9.25 180
1 4.48327081661728 1 1
1 2.19051508823259 1.5 30
1 1.07718505129014 9.25 90
0 2.30994676872206 4 90
1 1.62426880195517 1.5 7
1 1.25594784216219 8.5 30
1 1.15099311319955 6 1
1 1.23440719603332 7 1
0 1.63733633510174 0.5 15
0 2.41580709955633 1.5 90
1 1.51853434978057 6 30
0 1.89803798335743 1 365
1 1.32204862840535 6.5 7
1 1.32769052806816 3 90
1 1.19947964116409 4.5 7
1 1.82694733079916 9.5 365
1 1.29265339537324 9 15
1 1.28515410627097 8 7
0 2.10040136274983 6 90
1 0.852180115760348 8 180
0 1.52044909400547 1 180
1 2.09034435209333 7.5 180
1 1.24751065138753 6.5 90
1 1.40810948364378 8.5 365
1 1.02165233702635 8 90
1 1.30594340471271 6 15
1 1.09895994643694 6.5 30
1 2.03097520643178 4 7
1 1.83426942380174 6 365
1 1.59803110078292 3.5 15
1 2.59294705187358 4 365
1 1.57271167990984 1 90
1 0.502856570179574 2.5 180
1 0.858466200210387 6.5 30
1 4.13847165799234 7.5 90
1 0.886432695377152 7 365
1 1.87088954856154 3.5 90
1 0.994087023515021 2 90
1 1.38895570219029 0.5 30
1 1.0009620510682 1.5 7
1 0.981003189517651 6 1
1 1.47468691831455 1.5 90
1 0.547152274521068 8 15
1 1.91077466993011 9.25 30
1 0.963637066161027 2 180
1 2.06494855880737 3 90
1 2.15352094988339 1.5 30
1 1.64135781116784 8 1
1 0.798759566940134 1.5 365
1 1.58706909199827 4.5 90
1 0.474125143286074 2.5 15
1 1.04012027598219 5.5 90
1 0.838279730756767 7.5 1
1 1.04169541952433 9.25 15
1 1.23162367774057 9.5 30
1 0.85840371370432 2.5 90
1 0.895546068873955 7.5 15
1 0.764346092037158 4.5 7
1 2.28951518301619 1 15
1 0.695633550029015 8.5 90
0 1.55619591669529 0.5 1
1 1.21155493651167 6.5 15
1 1.26240267045796 8.5 7
1 2.24384658623603 3 1
0 1.44320336738019 0.5 15
1 0.812537997524487 8.5 30
1 0.569673385645729 7 30
1 0.900436017109314 1.5 1
1 0.91538116481388 9.25 1
1 0.800950821576407 5 15
1 4.39963214451563 5.5 180
0 2.48082780462573 1 365
1 3.19986331448308 8 365
1 2.52698995446553 9.5 90
1 0.801114735513693 6 30
1 1.37223587668268 5 30
1 0.768678793276194 7.5 7
1 1.33617933813366 6 365
1 0.705879227723926 9.5 15
1 0.489124023384647 1.5 15
1 1.68309760515695 4 180
1 5.91072878614068 0.5 1
0 3.01838854787638 3 180
0 7.25223004462896 9.5 30
1 2.33481610548915 4.5 1
0 6.45043580583297 5.5 30
0 3.35801732353866 0 1
0 2.10737027099822 9 90
0 1.88348405563738 1 15
1 2.95939160464332 8.5 1
0 2.69838446663925 9.25 365
1 1.60739200550597 6 15
1 4.86554046015954 9 7
1 4.35985720471945 5 15
0 1.99968666175846 5 365
0 3.88900611404097 3.5 7
0 2.55400224711047 0.5 15
1 2.04902988910908 2.5 1
0 5.20719235041179 4 90
1 4.01673612633021 9.25 7
0 3.25758698151912 9.5 365
0 2.50694143836154 7.5 90
0 1.97844878851902 2.5 30
0 2.52605959947687 5.5 90
1 1.62009458109969 8 7
1 4.15405344375176 9.5 1
0 2.85792797087925 8 180
0 2.10562155378284 8.5 180
1 2.50318288867129 9 15
0 3.63866424933076 9 180
0 3.80631107912632 1.5 30
0 2.20219222066225 5 30
0 2.02413851604797 4 365
0 4.24237166263629 3 7
0 2.07358468009625 3 90
0 4.41794130130438 8 90
1 1.80181929375976 8.5 7
1 2.62115685205208 9.5 7
0 1.71856761554955 5 30
0 4.17938192072325 9 30
0 2.45251295465278 8.5 365
0 2.79777095158352 6.5 90
0 3.48654305806849 4.5 365
1 3.26925626542652 5.5 15
1 5.14912244159495 9.5 15
1 2.81531034671934 5 1
0 1.72521201649215 4 7
1 1.75705961941276 6.5 1
0 4.86779088078765 2.5 15
0 2.0286604880821 2.5 365
0 2.54765065747779 3.5 180
0 2.7667435220792 2.5 180
0 4.44166867405875 0 1
0 4.90504734189017 1.5 180
1 3.70112964778673 1.5 15
1 2.43911185814068 6 1
1 3.09080077544786 8.5 15
1 2.52160856628325 9 15
0 2.43700180575252 5.5 365
1 3.60143827687716 1 7
1 4.02706632693298 1 1
1 2.5407098227879 0.5 15
1 4.87813587288838 6.5 7
1 5.06265346182045 3.5 1
1 2.60979637841228 9 1
0 7.63054190611001 6 365
1 1.36485612700926 8 7
1 3.67510174436029 5.5 15
0 3.73719403485302 0.5 180
1 2.51308745640563 4.5 30
1 3.00606904190499 2.5 7
1 4.00967484671855 8 180
1 2.24407600535778 8 30
0 6.96276768838288 2 30
1 3.38687342160847 3 90
0 2.17598410241771 1.5 365
0 2.82738201972097 7.5 365
1 3.76337257004343 9.5 180
1 2.90268643776653 2 15
0 6.48825072130421 1.5 30
1 2.84849190118257 9.5 30
0 3.40518861578312 1 90
0 4.687012220209 1 30
1 2.5984552243026 8 90
1 1.68205193686299 7.5 1
0 7.91876660642447 6 180
1 3.22332806268241 5.5 1
0 8.39165379205951 8 365
0 2.00455668673385 0.5 30
1 4.43213298823685 3.5 15
0 4.73506768164225 1 180
1 4.30888087529456 8.5 180
1 6.14278775651474 9 180
0 1.77181730751181 4 365
1 1.67580901941983 6.5 1
1 2.03379162825877 7.5 90
1 1.62023223255528 8 7
0 4.0197913251468 3.5 180
1 2.27223811048316 0.5 1
0 1.59927388839424 4.5 365
1 2.05901686649304 2 7
1 1.64292329491582 6.5 30
0 3.19510316918604 4 365
1 2.75470897875493 5 15
1 2.6990310663823 8.5 180
1 1.30215829075314 5 30
0 3.75105125288246 4.5 365
1 2.02714239741908 5.5 1
1 2.95769873278914 6 90
1 2.41424071020447 5.5 180
1 1.66587245382834 3.5 15
1 1.65166778658749 5 90
1 1.98274436010979 9 15
1 4.18163656746037 8 180
0 4.26961578935152 0 1
1 1.44105407228926 6 1
1 1.8947769110091 1 7
1 1.43074862484355 8.5 90
1 2.39144188119098 0.5 15
1 3.737938137725 4.5 90
1 2.98457910947036 5.5 90
0 2.68171807163162 1 365
1 4.85637788230088 7 365
1 2.19201536866603 4.5 1
1 9.07314214267535 5.5 365
1 2.18281113309786 3 15
1 1.62171289155958 3.5 30
1 1.76103098550811 7.5 90
1 2.9964352491661 3.5 90
1 2.57699517678702 6 30
1 2.56970176112372 7.5 1
1 2.00575902417768 8 90
1 1.69426307256799 9 1
1 1.38836072175764 4 15
1 2.626797846111 3 30
1 1.41527007764671 8 7
1 1.41154594090767 2.5 30
0 3.81677681807196 0.5 90
1 3.70341599063249 8.5 365
1 5.50717206497211 9.25 90
1 1.18644953961484 8.5 1
1 4.6501871275832 7.5 180
0 2.74202572269132 2.5 180
0 1.7351126599242 3.5 365
0 2.71986504120287 1.5 365
1 6.2749666890013 1.5 90
1 1.48530298721744 9.5 30
1 4.95965392730432 4 90
1 2.16010829788866 7.5 15
1 1.77168418403016 4 7
1 1.8278016152326 6 15
0 1.26123684794402 1.5 90
0 1.20876144649628 6 365
0 1.37291117956829 2 90
1 2.77079870015132 3.5 15
0 2.03721290369322 3 90
0 2.07120003501677 9.5 180
0 1.78401482780646 9.25 30
0 1.41956503692654 3 365
1 2.11581627647592 1 1
0 1.50852070595101 9.25 365
0 2.26817440180912 8 90
0 1.9837636727807 5.5 30
0 1.41747700890028 3.5 90
1 1.50414269952398 3.5 1
0 1.48687790454551 2 365
1 1.61675041016497 9.25 15
1 1.51505224598077 9.25 1
0 1.49357577440696 5.5 90
0 1.41008453842005 4.5 180
1 1.554789378436 9.5 30
1 1.62110788949849 8.5 15
0 1.52580451867743 6 90
1 1.55430004875143 8.5 30
1 1.87208360564455 6 1
0 1.63529935596307 6.5 365
1 2.29461299636659 8 30
1 1.66039795393226 1.5 1
1 1.3032066036867 9.5 1
0 1.96406430413845 2.5 90
0 2.16389042758237 3 15
1 2.13444099139815 4.5 7
0 1.15626763103683 1 180
0 1.28754563882285 9.5 90
0 1.43761016332701 3 30
0 1.23675617586286 9.5 365
1 2.03513212052439 6.5 7
0 1.2937686687128 7.5 365
0 1.34621478886493 9 30
0 1.15685235133333 7 365
1 1.37862103212046 7.5 7
1 2.23829600974477 8.5 1
1 1.03103122985976 6 7
0 1.78820386422558 7 30
0 1.28649392715033 7 90
0 1.63078430099995 6.5 90
0 1.72301102274741 6 30
1 1.44225290888517 4 15
0 1.74797860956096 9 90
1 1.57395685386018 8 7
0 1.3515856425056 1 365
1 2.52914137885091 2 7
1 1.45855776037206 7 15
1 1.29279997100821 6.5 15
1 1.84716371411923 9.5 365
1 1.38962838414591 6 180
0 2.10491095617181 0.5 15
0 3.14285076048691 3 180
1 1.26725883307518 5.5 90
1 1.044409159309 8.5 180
1 1.09192243777216 9 90
1 1.92500366017339 4.5 1
1 2.16819055180531 7 365
1 3.51232425562921 5.5 180
0 2.77740057566552 1 365
1 0.907687245577108 5 7
1 1.83052288240287 9.5 90
1 1.27335024805507 7.5 90
0 2.0341709695349 1 90
1 1.30034639470978 7.5 1
0 3.11281932081329 4.5 365
1 2.6255918519455 9 1
1 3.09496588126058 5 30
1 3.49094408025849 4 7
1 3.23650290776277 8 90
1 2.65471194902784 7.5 15
1 1.34196235993295 3.5 1
1 1.58101847587386 5.5 15
1 1.16596789017785 4.5 90
1 1.67557230594684 6 365
1 2.28587901996798 1 30
0 1.6203556318942 0.5 90
0 2.31689847694361 2 90
1 1.30956487089861 9.25 30
1 2.67895233337185 7 30
1 3.09797189297387 9 180
0 1.93710528736119 1.5 365
1 2.96189205464907 8.5 1
1 1.29168969675084 7 180
0 3.35395048442297 1 15
1 1.85548231875873 6.5 90
1 1.5224930155091 9 15
0 3.62174543688889 2 30
1 1.30785991466837 2 15
0 1.8962138077768 1.5 15
0 2.31344147285563 4 90
1 1.99904367892304 4 365
1 4.21512876977795 5 365
1 1.62839772450388 8.5 30
1 2.08661014673999 3 1
1 2.5011170663347 8 180
0 1.26291052176384 5 365
0 1.63345332590734 7.5 365
1 1.33989624793003 3.5 1
0 2.05110778049993 8.5 90
0 3.8144317106412 9.5 90
0 1.63603067583745 7.5 30
0 1.79635584816606 9.25 180
1 2.07054597375873 3 1
0 2.79733239150482 1 15
0 1.28087046688415 9.25 365
0 2.94708614259343 6.5 15
0 1.87549510143526 1.5 7
0 1.47994614672916 7.5 180
1 1.84444675876694 6.5 7
0 2.61593712691001 4.5 30
1 1.12652258501748 0.5 1
0 3.44764988129055 9.25 90
0 1.13693794044411 4.5 90
1 1.32332640546019 9 15
0 1.74833406536345 3.5 365
0 1.32972842435402 2 7
0 1.4475550947036 6.5 180
0 2.67108299712754 5 15
1 2.37594231904131 7 1
0 2.52744599956804 5.5 365
0 1.00471427428647 1 30
1 1.94586146366783 7 7
0 2.49895206485326 9.5 180
1 7.53335265289252 6 15
0 1.14799476560711 1.5 90
0 1.38970659928964 3 365
0 1.66530826016788 5 90
0 1.32291254428037 2 365
1 1.64900466537165 4 15
0 1.48354199966479 5.5 90
0 1.96516743869461 7 90
0 1.14341512449801 1.5 30
0 1.56573736568726 5 30
1 1.39787394289578 9.5 1
0 1.56945275839507 1.5 365
0 1.05862822074414 4.5 180
0 2.1468331771166 3 90
1 1.84256793164468 8.5 1
0 2.21597033240187 4.5 365
1 1.14875728445486 6 1
0 2.08675357449602 3.5 7
0 1.17187524998462 3.5 180
0 1.73844214924065 6 365
1 2.51461026562902 6.5 1
0 1.67530764133835 1 7
1 1.09698086610297 0.5 30
1 0.49272180889966 0.5 90
1 1.25244083008147 2 30
1 2.09049915400101 6 1
1 0.694945671304595 2 365
1 0.591579992789775 5 180
1 1.21405105493613 3 7
1 0.813569273450412 3 30
1 1.62473960101488 9.25 180
1 1.23567386774812 6.5 365
1 0.504264641727787 3 15
1 0.654175364237744 9.5 90
1 1.04907017076039 1.5 15
1 1.35578054792131 2 1
1 0.672250019240892 3.5 365
1 0.572138780844398 3 90
1 1.22268901093048 3.5 30
1 0.900814591092058 2.5 365
1 0.504777817550348 6 365
1 0.655854656535666 9 1
1 0.598304708692012 9.5 7
1 0.575630187406205 8 90
1 0.831080642557936 9.25 7
1 0.515647484455258 8.5 365
1 0.78502553049475 9.5 365
1 0.492247875983594 5.5 90
1 1.38667584344512 2 180
1 1.52769322955282 7.5 15
1 1.78955294843763 2 15
1 0.73930730324355 4.5 180
1 0.528107694466598 4.5 7
1 0.671716316428501 9 180
1 0.569490190042416 9 7
1 6.6478572646738 1 180
1 0.606061813537963 7.5 365
1 1.5526963614393 5 7
1 0.664926095138071 3.5 1
1 1.14343655711855 9.25 365
1 1.28236833645496 3 1
1 0.719303409161512 1.5 30
1 0.572133347217459 6.5 180
1 0.526289240980987 4 7
1 0.641168471076526 4 90
1 0.940348748234101 6.5 30
1 1.17361461403198 1.5 365
1 0.685738090163795 2.5 90
1 0.853688752831658 4.5 15
1 0.970690719521372 2.5 30
1 0.813594932231354 7.5 1
1 0.549457618471934 0.5 7
1 1.96811336959945 8 30
1 2.69981148338411 5.5 7
1 5.2985478634364 8 180
1 4.67803683091188 1.5 7
1 1.61560597759672 3 1
1 1.73925357073313 9.5 1
1 2.71489975712029 4.5 1
1 2.9357081297785 9.5 365
1 1.62603612453677 2.5 7
1 2.25514375709463 2.5 1
1 1.63982545986073 8.5 90
1 3.06866110931151 5.5 180
1 2.67794476111885 8 15
0 4.37533194170101 1 180
1 4.06410591944586 5 30
1 1.96588829974644 5 180
1 2.05283114558552 8 7
1 3.61519785190467 2.5 30
1 3.60517764184624 9.5 7
1 1.66942785430001 7 1
1 5.99542820750503 8.5 15
1 1.54725850926479 9 1
1 2.58720833883854 8.5 7
1 3.60275967832422 5.5 365
1 1.55923482473008 7.5 15
1 8.43336819909746 4 180
1 3.8738348268671 7 90
1 1.62991573353065 8 90
1 1.81871884159045 4 7
1 2.12523632502416 1 1
1 2.44291870237794 7 180
1 1.74330313142855 1 30
1 2.02775194286369 2.5 90
1 2.22844352276297 5 90
1 3.75901446101489 1.5 1
0 4.26880962838186 0 1
1 2.4484661326278 3.5 30
1 6.22897813114105 1 15
1 2.75725879607489 3.5 90
1 1.74692585057346 9.5 15
1 2.18477045191685 6.5 7
1 1.94467723509297 0.5 7
1 2.3390784872463 4 15
1 2.13270816451404 5 1
1 3.570743244607 3.5 1
1 4.1340276299743 7.5 180
1 1.32849499123404 3.5 7
1 2.46508427406661 4.5 7
1 2.15064124332275 3.5 180
1 2.95245184825035 8.5 365
1 2.69882226159098 9 90
1 3.05002648895606 3 365
1 1.97559517069021 6 30
1 1.84881146979751 5.5 90
1 2.024172994541 6 90
1 4.38861836475553 3 90
1 2.950239456899 1.5 7
1 3.74049213557737 0.5 7
1 3.59105293109315 6 7
1 4.34466244356008 2 365
1 2.48215340636671 8.5 30
1 2.14322192891268 1 90
1 2.34089120524004 4.5 1
1 4.50298834341811 9.25 7
1 2.51486323110294 7.5 7
1 2.15568787435768 9.5 7
1 2.84861344430829 1 7
1 1.98718569870107 6 15
1 2.08739987411536 9 180
1 1.232627414749 4.5 15
1 2.78492953639943 3 1
1 2.03783282841323 4 15
1 1.47910453844815 5.5 7
1 2.00380836811382 2.5 90
1 1.85356921306811 7 30
1 1.69849473470822 9 15
1 2.02299178461544 2 7
1 2.36046765407082 3 7
1 2.66611364425626 1 15
1 1.55056819121819 7 90
1 1.59561959182611 7.5 30
1 1.9962221205933 7.5 180
1 4.67675147647969 0.5 30
1 2.05442832969129 2 1
1 3.03785244992469 9.5 30
1 5.89784269954544 9.5 180
1 1.58164249459514 3.5 180
1 4.12522243906278 6.5 30
1 3.19971896079369 5 365
1 2.24242001626408 4.5 365
1 1.53620621212758 8 7
1 1.99298549070954 5 15
1 2.52286515099695 4 30
1 1.87282447429607 2.5 365
0 5.31400139769539 0 1
1 1.71845002798364 5 30
1 1.51034366176464 9.25 1
1 1.95065392181277 9.25 30
1 2.40416487434413 3 15
1 7.88353626418393 1.5 180
1 8.36979386932217 3 1
0 1.54486711014761 1.5 90
0 1.44298481149599 8.5 7
0 0.63636997557478 9.5 90
0 0.957830836123321 6.5 90
0 2.18167751131114 0 1
0 2.87112616427476 3 7
0 1.85249637381639 4 180
1 1.82251604052726 9.5 1
0 2.08202330116183 0.5 15
1 2.56500744860387 5 7
1 1.99598515412072 7.5 1
0 1.33317787124542 3 30
0 1.25060788687551 8.5 30
0 1.59352040098747 9.25 30
0 2.32338013796834 9 180
0 1.73390658089193 2.5 7
0 0.892782484414056 5.5 1
0 1.16617326322012 4 90
0 3.67731898854254 8 7
0 1.89338712621247 2 15
0 0.973966290417593 5.5 180
0 3.3447019882733 9.25 90
0 0.597153081849683 1.5 365
0 1.10807934904005 1 15
0 1.99615570961032 8 365
0 1.98641140694963 2.5 30
0 1.25144858960994 5 365
1 2.27988577313954 7 7
0 1.96406079025473 7.5 15
1 1.95808078290429 8.5 180
0 1.41144563129637 5.5 90
0 3.97994388273219 2.5 365
0 1.93944616254885 8 180
0 1.31301942066057 8 15
0 1.30740467383293 3.5 90
0 1.86114791384898 0.5 1
0 1.41109214373864 9.25 15
0 1.67211236734875 3.5 7
0 2.50210175674874 3 15
0 1.35767326096538 3 365
0 1.61570619780105 1 90
1 2.73310059303185 8 1
1 1.35647695761872 1.5 1
0 0.611028449551668 9 30
0 0.637231809087098 2 30
0 2.85163846466458 4.5 90
0 1.50880534184398 7 1
0 1.11144789535319 3.5 15
0 1.98223838221747 9 365
1 6.47756169055356 2 180
1 6.29214584454894 7 180
1 5.51062832336174 1.5 1
1 6.15787007898325 3 90
1 5.32199607271468 5.5 1
1 5.86390095099341 9.25 365
1 4.08418316754978 4 30
1 6.00326289242366 8 15
1 4.44995856861351 2.5 180
1 5.23559779697098 0.5 1
1 6.31922975333873 6 90
1 7.02750441106036 6 15
1 6.4918433726998 1 1
0 6.32544189714827 1 90
1 4.06332347734133 9 7
1 4.67073343385709 4.5 15
1 3.19590515905293 2.5 1
1 3.91761747578858 7 365
1 4.01410146692069 7 30
1 3.44694381178124 9 180
1 4.57250705990009 8.5 365
1 7.98628764104797 1.5 180
1 6.63663260085741 3.5 30
0 6.79813234199537 1 365
1 4.08693439350463 9 1
1 3.15726573904976 5 90
1 4.24875985033577 5 180
0 9.50349035003455 0.5 180
1 5.6341572823585 5 365
1 3.95167725469219 3.5 1
0 4.73191877937643 3 365
1 4.76873521792004 0.5 7
0 5.98627073643729 0.5 365
1 6.10474763071397 4.5 90
1 5.16872616182081 6.5 90
1 4.8031850104453 3 30
1 5.9577620101627 0.5 15
1 5.83184799132869 2 15
1 6.71940544055542 5.5 30
1 4.24652693193639 9.5 90
1 5.53867066343082 2.5 365
1 4.62241129227914 6 7
1 2.07890138117364 4 15
1 4.46915255056228 3 1
0 8.19285176310223 2 365
1 8.43286196631379 8.5 15
1 5.84815701976186 4.5 365
1 8.24286466796184 6 30
1 4.15204402443487 6.5 1
1 8.72362917917781 2 30
1 0.581142902839929 5 30
1 0.862639142316766 6 15
1 0.578021888446528 1 30
1 1.14828908699565 3 180
1 0.83178942889208 1 7
1 1.27492819313193 6 90
1 1.41198235278716 8 180
1 0.63827959325863 9 365
1 1.52078678907128 2.5 7
1 0.919325747352559 8 15
1 1.37672385555925 4 1
1 0.90562878374476 9.25 90
1 0.618109973554965 7 365
1 0.987787019985262 7 90
1 0.634425039344933 6.5 90
1 0.765892827766947 2.5 90
1 0.631558499764651 2 30
1 0.671964452019893 0 1
1 0.742318437667564 5 90
1 1.12379671598319 2 1
1 0.951865016657393 6 180
1 0.981329759233631 3.5 90
1 0.756764637946617 5 1
0 2.89440834603738 0.5 365
1 0.697737951297313 8.5 90
1 0.740809700859245 8.5 1
1 0.706318854237907 7.5 365
1 0.989071166899521 9.25 30
1 0.738961060531437 6 7
