1 0.631260348454816 4 7
1 1.74836257707648 5.5 30
1 1.46337438249611 5 30
1 1.64145929523511 9.25 30
0 2.49474548513535 2 90
0 3.10237859131303 1 90
0 1.65931128166267 2 365
1 1.91157387912972 7.5 7
1 1.42721154354126 7 15
1 1.21332427720813 9.5 30
1 1.44249496252996 8.5 7
1 0.850085203044728 6.5 30
1 1.49962734043947 1 30
1 0.721595387411071 2.5 1
1 4.77095881727291 2.5 7
0 2.63149448708282 5 30
1 1.78234971828169 2 365
1 1.58245537243965 6.5 30
1 1.87635746726301 9.5 15
1 3.512716685349 3.5 1
0 2.44234890323423 2 90
0 2.63202075651498 3 30
1 1.38037645038821 6 180
1 1.32734985664411 5 15
1 1.7619069324719 7 90
1 1.26785639897571 6.5 15
1 0.656119688443141 7.5 7
1 0.778176575608086 9.25 180
1 1.06091554132081 5 30
1 1.50152036791906 5.5 180
0 3.12325349376715 6 180
1 2.12422068503383 4.5 1
0 2.46995684769263 8.5 365
0 2.98938353631638 8 7
1 2.55158187516327 6 90
1 1.64730127623443 8 90
1 7.41620828118539 9.5 90
1 2.24142108253227 8.5 15
1 1.89706325387579 8 30
1 1.81659569766634 2 30
0 1.76171531861837 1 365
1 2.01334857159236 8.5 180
0 4.67876339459326 3.5 180
0 2.04805093345931 8 180
1 1.68983555585692 2.5 1
0 6.3311550333201 5.5 365
0 1.78020331001426 0.5 365
0 1.96432128114066 2 180
1 2.42936388266389 5 30
1 2.43023810062732 0 1
1 3.03505171257348 3.5 30
1 2.01927471387671 1.5 7
1 1.52169658053026 7 1
1 2.46702844236643 2 30
1 3.11877138339332 2 90
1 2.00739057225292 7 180
1 1.38451200729469 8.5 90
1 2.48750971253321 5 30
1 1.55430801265175 2 1
1 2.16697024270252 0.5 15
0 3.57521310192533 9.5 30
0 2.95435250762967 1.5 180
1 1.89620748296147 6.5 1
1 6.62614988104906 2 7
1 1.53319232148351 5.5 7
1 2.5285200336657 8.5 30
1 1.98866002254727 3 7
0 2.36717818217949 1.5 90
0 1.42312098421053 5 90
1 1.89252378343372 4 7
1 1.50126120154073 4 365
1 1.41167483821437 6 30
1 2.02358972129878 6.5 7
1 2.15433327477149 6 365
0 3.63540753195411 0 1
1 2.32669601849193 5 15
1 1.61820577568142 7.5 90
1 2.69026212875906 3.5 7
1 2.04637526813349 7 365
1 0.928014009055914 4 30
1 6.05848708943813 8 365
1 1.68839326305897 8.5 15
1 1.4486596301208 5 30
1 1.47381279045362 6 1
1 0.803101109828276 9.5 1
1 0.561102549741918 7 7
1 2.71322235588741 5 180
1 1.49426884837158 8 90
1 0.866013218881562 3 90
1 2.44270946376491 0.5 1
1 0.79610497225076 9 15
1 1.02171954170626 6.5 90
1 3.19724642694928 8 180
1 2.75866494963702 4.5 7
1 2.00136504389229 7 7
1 2.38829461281421 1 15
1 1.20713710873679 2.5 90
1 3.85228908986028 1 7
1 0.912623305252055 7 30
1 0.692932743375422 3.5 15
1 2.36728464940097 8 90
1 2.27916113493848 3.5 15
1 1.31336903819647 6.5 180
0 3.22281639767243 1 180
1 0.969725372999164 7 90
1 1.10811504297908 4 1
1 2.71250092448008 6 1
0 2.67104168081732 5.5 180
1 2.73067083248498 5.5 15
0 3.84231142505632 1 180
1 2.56612737928708 6.5 30
1 1.18394967254835 7.5 1
1 2.87395798901525 8 15
1 2.77638485769239 5 180
1 0.828838064360752 5.5 30
1 3.08911267378244 2.5 365
0 1.83701317813211 2 365
1 1.81126457843106 5 90
1 2.96546336280153 9.25 7
1 1.85011342762755 9.25 15
0 2.39921694940131 1 365
0 3.47198631925858 0 1
1 4.82641603413504 1.5 30
0 2.31358701476711 3 365
0 2.47915331521654 1 90
0 3.77696551286499 1.5 180
1 2.2778730848222 5.5 90
1 1.8916585790721 3.5 15
1 1.17175131351178 8.5 1
1 1.85658340590771 6.5 30
1 5.06717813495743 4.5 365
1 1.76484120886835 8.5 180
1 3.31502451939741 1.5 180
1 2.27054277723073 3.5 180
1 2.15362432590336 9.25 30
0 1.51879336548154 4 7
1 4.62355581650627 2 180
1 5.70676626361092 3 7
0 5.93134541920153 6.5 90
0 4.65956105093937 9 365
1 2.29790426166255 8.5 7
1 1.58024557193312 3.5 90
1 1.79978531328379 4.5 15
1 2.47362390099443 8 7
1 0.843427513347706 9.5 15
1 1.2791618644842 4 180
1 1.92793713898482 6 7
1 1.88073070194878 6 15
1 1.1583723875201 6 15
1 1.21395958891662 9 7
1 4.15747282055054 1.5 15
0 2.77226948973839 2 365
0 8.01302255492192 5 180
1 2.2901309923036 8 15
1 2.58852982780081 8 90
1 1.46911595750134 5.5 7
1 1.52791850743961 6.5 15
1 1.39647356608475 1.5 1
0 2.09389364248636 2 180
1 2.57851417048551 3.5 7
1 2.35738786697766 8 15
1 1.08282863348359 9.5 1
1 1.17370698568993 8.5 90
1 1.20350559437065 1 1
0 5.92890311693191 9 180
1 4.59537507868663 9.5 15
1 0.684523674761294 1.5 90
1 0.831762562622316 9.5 15
1 0.956599161294434 8 90
1 0.669116412958829 8.5 15
1 1.58788779264432 6 30
1 4.18124057422392 4 180
1 1.60904842203308 7 90
1 1.91705411895237 6 90
1 1.129398269386 7 7
0 1.38208196045889 2 90
1 1.20272406605545 6.5 365
1 2.74638655233866 0.5 90
1 1.72241536749061 1.5 7
0 2.70753991074162 1 90
1 1.54871985281352 3.5 1
1 1.50650239002425 7.5 1
1 1.17198633746011 8.5 15
0 1.45668117143214 3 365
1 1.30547181225847 7.5 15
1 1.27897775382735 9 1
0 3.25143923179712 4 365
1 3.1340892110602 9.5 365
1 2.45305815036409 2 15
1 2.32100805838127 7.5 1
1 1.14972235681489 9 15
1 1.54681446123868 6 365
1 1.31403520691674 9.5 7
1 1.18361791945063 5 7
1 1.31331676070113 9.5 15
1 2.16913398576435 0.5 1
1 1.26195319004296 2 15
1 1.53210992557797 6 365
1 1.45626999494562 9.25 1
1 1.53026491269702 5 365
1 1.69457973129465 3.5 1
1 3.34757271531271 5 90
1 2.76257684786105 8.5 7
1 2.15367520408472 3.5 365
1 1.49242614966351 3 30
1 1.40226412541233 9.25 180
1 3.97290016582701 8 1
1 3.31958267453592 4.5 180
1 2.20381868159166 2 90
1 0.992790201620664 4 180
1 1.80509787442861 6.5 30
1 1.49335167481331 7 1
1 2.01413825643249 6 90
1 3.19514543062542 6 180
1 1.53251868946245 3.5 15
1 3.25599700547173 2.5 90
1 1.7210654769151 0.5 15
1 1.03517770275357 3.5 180
1 1.23901325056795 6 7
1 4.1486034784466 2 90
1 1.37822129181586 5 7
0 1.52223709769896 2.5 365
1 2.96094078752503 4 1
1 1.98842127632815 3 7
1 1.79530046964646 1.5 15
1 1.21692032575083 9 365
0 1.75871022974025 1.5 180
1 1.65669719751168 7.5 1
1 0.886427563615143 4.5 180
0 1.48605010876781 0.5 365
1 2.29724660806824 7 365
1 1.64627885166556 8 15
1 4.16122430132236 9 15
1 0.95633942441782 4.5 1
1 2.11208543810062 9.25 1
0 2.15882958803559 5.5 90
1 4.68480345711578 1.5 30
1 1.8229690217413 9.25 1
1 3.08289970096666 5 90
1 2.00092854374088 8 15
1 1.42296059829823 1 30
1 1.83065921046364 5.5 90
1 1.52722346744849 6 30
1 3.13710037960846 6 1
1 1.81856187013182 3.5 180
0 1.73868817175389 0.5 90
1 1.29829821852763 8.5 30
1 1.72057185894664 5 7
1 1.78224653267534 6 1
1 1.7746328151843 2 1
1 1.22441720589995 2 30
1 1.68192821275443 9.25 30
1 3.16294055763865 6 365
1 1.91980088781565 6 90
1 0.598108192556538 2.5 90
1 1.4802250728826 5 1
1 1.60418496737111 5.5 90
1 2.74396552192411 5 365
0 4.3092041751861 2 15
1 2.27976607699929 6.5 365
1 1.20047972750035 1.5 1
1 2.67597504644073 5 365
1 2.05212825495982 7 1
0 4.83386582724052 4 90
1 1.05610746957245 4.5 1
1 1.07308056173497 9.25 365
0 2.99733571929392 1.5 180
0 2.826374688535 1 365
0 2.79914298867152 4.5 365
1 1.47689073030233 4.5 180
1 3.03551095715375 4 30
1 1.13883921509842 2 15
1 0.592726106988266 8.5 1
1 2.1413607049908 6 1
0 1.68644173194025 0.5 180
1 1.72966960121039 8 15
0 5.7097980393155 1 90
1 2.67411139592878 9.25 180
1 1.82487704977393 7 30
1 2.97626968019176 6.5 180
0 2.85952949908096 0 1
1 0.901005637599155 6 1
